Borrower_ID,Age,Annual_Income,Loan_Balance,Credit_Score,Monthly_Payment_Amount,Amortization_Ratio,Engagement_Recency,Delinquency_Status,Region,Primary_Channel,Loan_Type,SAVE_Tranche
L97DNFD,48,52947,56327,633,243,107.0,<30d,60-89,W,Web,Federal,T8
I70JQ3J,47,55028,71497,522,0,113.9,1-12mo,60-89,NE,IVR,Consolidation,T3
W8JDGO5,41,15000,14550,590,73,114.3,1-12mo,30-59,S,Mobile,Consolidation,T3
JW01FBX,40,63421,56527,629,399,100.2,>1yr,30-59,S,Web,Consolidation,T4
12AII9N,22,56111,50559,661,196,99.0,1-12mo,Current,S,Web,Federal,T7
VUH87AT,68,42813,50825,733,83,95.8,>1yr,Current,S,Web,Consolidation,T6
6BKK12Z,57,66709,56219,637,248,99.8,1-12mo,Current,MW,Agent,Federal,T7
BVNMOM2,54,43010,79514,683,199,101.1,<30d,Current,NE,Agent,Consolidation,T8
CNGN66F,68,42328,52151,699,410,101.7,>1yr,30-59,W,Mobile,Consolidation,T4
M9QSGDX,65,66163,11156,788,355,104.9,>1yr,60-89,W,IVR,Consolidation,T4
GEULZGL,50,54158,32009,751,175,105.3,Never,30-59,NE,Mobile,Consolidation,T5
FGYSORO,40,56907,78786,703,144,101.8,<30d,1-29,MW,Mobile,Consolidation,T8
1QRFQ4O,41,31003,28145,690,239,107.8,Never,60-89,MW,Mobile,Consolidation,T5
MS9CPR6,68,57957,23873,813,0,106.8,Never,30-59,S,IVR,Consolidation,T5
S5TTHFI,24,72464,45680,638,128,111.2,<30d,30-59,MW,Web,Federal,T3
ZI6NGPF,54,31625,49023,756,0,105.9,>1yr,60-89,MW,Mobile,Federal,T6
91L973Q,51,50484,53030,702,170,105.8,>1yr,60-89,NE,Agent,Federal,T6
2N127B3,65,86699,33696,641,172,102.5,>1yr,Current,W,IVR,Consolidation,T6
Y25ILEN,37,47871,83214,789,114,98.9,<30d,Current,MW,Agent,Federal,T8
9RHLIK4,43,52161,121490,575,324,112.1,<30d,60-89,MW,IVR,Consolidation,T2
QOH7XCG,70,51768,98101,707,87,104.7,>1yr,1-29,MW,IVR,Consolidation,T6
5MV8H40,63,42200,12301,771,95,114.2,<30d,30-59,NE,Mobile,Federal,T3
8NK54O5,32,15000,64904,619,355,100.2,Never,60-89,NE,Agent,Consolidation,T4
GOT429U,70,45068,66238,569,429,107.2,<30d,30-59,S,Web,Consolidation,T2
XPIJ66E,49,94796,86768,500,75,108.2,>1yr,60-89,NE,Agent,Consolidation,T3
0JN9R31,55,34998,75031,581,253,101.4,<30d,Current,W,Web,Federal,T4
U6SSP6L,23,35448,52835,577,164,108.0,<30d,30-59,NE,IVR,Consolidation,T8
DAT43SI,53,63979,56411,740,0,101.7,Never,Current,W,Agent,Federal,T5
UPLRK5Q,43,78769,59905,687,188,98.9,Never,Current,W,Mobile,Consolidation,T5
LUMPW7C,59,40671,37135,736,348,111.9,1-12mo,90+,S,Agent,Consolidation,T2
4GS299F,30,78713,515,587,0,112.4,<30d,60-89,W,IVR,Federal,T3
A0T0YQR,34,64123,73022,674,137,96.7,1-12mo,Current,NE,Web,Federal,T7
A9BYKCM,35,70084,31241,758,298,101.6,>1yr,Current,MW,Mobile,Consolidation,T4
MS96W9D,22,22421,35033,829,44,108.2,Never,30-59,NE,IVR,Federal,T3
JOV3L9Y,26,50823,66912,623,0,101.8,>1yr,Current,W,Agent,Consolidation,T6
73W01IL,38,49834,0,643,121,108.5,<30d,30-59,NE,Agent,Federal,T3
GKWQWUC,42,41777,50002,572,221,114.7,Never,30-59,W,Web,Consolidation,T3
15HUKQA,33,68189,11679,734,278,98.3,>1yr,Current,NE,Web,Consolidation,T4
NMGM9HI,49,72873,54958,737,344,109.6,>1yr,30-59,W,IVR,Federal,T2
HOEQDIF,64,74690,88571,741,0,114.0,<30d,30-59,W,Agent,Consolidation,T3
ZM4OIXM,48,66178,60272,763,79,100.2,1-12mo,Current,S,IVR,Federal,T7
0CAZHSO,67,42397,26629,582,191,101.1,Never,Current,W,IVR,Federal,T5
TZAONCO,37,80014,90170,676,180,105.0,Never,Current,S,Web,Consolidation,T5
OA65ZA7,45,52910,0,643,258,109.9,<30d,30-59,MW,Agent,Consolidation,T2
7SQW0DX,27,34472,45703,753,507,96.9,Never,30-59,NE,IVR,Federal,T4
MR4GK8H,62,49980,19011,671,208,109.0,>1yr,30-59,S,IVR,Federal,T3
Q39A2KY,68,48485,65889,716,402,112.8,>1yr,30-59,S,Agent,Federal,T1
XCBNECI,26,41670,75292,589,314,100.5,1-12mo,60-89,W,Mobile,Consolidation,T4
12IDVPX,37,50438,36920,613,243,104.3,Never,Current,MW,Web,Consolidation,T5
LTMS1ZM,26,30384,65252,682,180,113.8,>1yr,60-89,MW,IVR,Consolidation,T3
JI8VVKK,26,37512,43240,657,352,98.5,>1yr,30-59,S,Mobile,Federal,T4
SBSFQ6I,45,64487,64755,767,0,109.4,<30d,30-59,MW,IVR,Consolidation,T3
XKHILPS,31,55423,48885,643,75,103.1,Never,Current,W,Agent,Federal,T5
QCGDXTB,29,88194,14250,791,175,113.3,<30d,30-59,NE,Agent,Federal,T3
630AKH5,41,67794,33622,746,186,96.1,Never,Current,W,IVR,Federal,T5
8ALPMTL,50,41976,25100,610,272,108.9,>1yr,30-59,W,IVR,Federal,T2
VKFHRI4,41,21385,17131,723,14,114.1,1-12mo,90+,S,IVR,Federal,T3
KRSHDD5,63,41943,13621,636,184,102.5,Never,Current,NE,Mobile,Federal,T5
7YZAM5Y,67,20980,68391,664,34,97.5,>1yr,Current,S,Web,Federal,T6
VZPDJHH,46,49386,72544,670,239,95.0,Never,Current,S,Agent,Consolidation,T5
YOF77Z0,32,79552,32626,747,0,107.2,>1yr,30-59,MW,Web,Consolidation,T6
5G4NJ3I,55,64485,47266,686,416,114.0,<30d,60-89,MW,Web,Consolidation,T2
D3J1C7D,52,55164,66782,603,355,108.3,Never,30-59,W,IVR,Federal,T1
KFVFINQ,30,63096,72883,679,175,107.6,Never,30-59,MW,IVR,Consolidation,T5
TS8RFVH,37,60414,76354,714,436,108.2,Never,30-59,MW,Agent,Federal,T1
Z7P0QNM,64,39303,45861,638,270,112.3,1-12mo,60-89,S,IVR,Federal,T2
Q6Y45ZN,22,28254,59669,621,234,103.4,<30d,Current,S,Mobile,Consolidation,T8
QKMA5UA,32,50865,59172,633,205,96.2,>1yr,1-29,NE,IVR,Federal,T6
S2IIBEJ,43,72409,33211,636,504,108.5,<30d,60-89,NE,Agent,Consolidation,T2
6FKV0SF,42,50775,28359,638,208,105.7,1-12mo,90+,S,Agent,Consolidation,T7
PEB1TFE,27,34818,78570,638,0,114.0,<30d,90+,MW,Agent,Federal,T3
XHZ3XZH,51,67815,31795,655,0,96.9,1-12mo,Current,NE,Web,Federal,T7
DBLFDMD,31,72284,36623,721,270,96.6,>1yr,Current,S,Mobile,Consolidation,T4
TBFNNV4,22,74418,0,822,214,102.6,>1yr,Current,NE,Agent,Federal,T6
095T03S,38,86955,46363,722,49,100.8,>1yr,Current,NE,Agent,Consolidation,T6
VPA75OZ,37,39113,57018,736,152,98.7,<30d,Current,NE,Agent,Consolidation,T8
UH8GQOQ,27,56041,41311,656,265,105.6,Never,90+,MW,Agent,Consolidation,T2
2DYG96Y,68,56824,71306,648,365,109.0,1-12mo,60-89,NE,Agent,Consolidation,T2
RE88FBO,65,64356,15184,641,0,105.3,Never,90+,W,Agent,Consolidation,T5
1W8040O,22,50739,74500,689,0,115.0,<30d,30-59,S,Agent,Federal,T3
AU56Y42,50,54410,31807,740,174,110.2,1-12mo,30-59,MW,Mobile,Federal,T3
RBW9YRO,58,32701,44927,665,104,108.2,<30d,30-59,S,IVR,Consolidation,T3
T73ZZ71,52,59966,0,742,0,106.0,<30d,60-89,S,Mobile,Federal,T8
PMIG961,55,25721,3572,755,73,96.0,>1yr,Current,W,Mobile,Federal,T6
P0J1V5Y,61,26139,41594,715,0,110.1,Never,90+,NE,Agent,Consolidation,T3
VNH913S,27,78377,67813,639,243,103.3,1-12mo,Current,MW,Mobile,Consolidation,T7
J22W1PX,68,15000,69483,725,95,95.8,1-12mo,Current,NE,Mobile,Federal,T7
LPDB0T9,55,22099,39938,647,443,97.6,>1yr,60-89,S,Web,Consolidation,T4
JCCEAIL,57,35609,31081,755,248,114.7,1-12mo,30-59,W,IVR,Consolidation,T3
6TV5RDB,69,82179,0,607,323,98.7,Never,30-59,MW,Web,Federal,T4
4PNX2MF,56,67001,74862,745,559,102.9,1-12mo,60-89,S,IVR,Consolidation,T4
GG6NW9J,57,77958,14235,593,351,115.0,1-12mo,30-59,MW,Mobile,Consolidation,T2
VRY728U,41,39370,0,572,431,112.5,>1yr,30-59,MW,Mobile,Consolidation,T1
87EFDER,32,67363,66483,757,235,108.1,Never,30-59,MW,Web,Federal,T3
E1QVA2E,25,39071,42382,739,319,108.3,<30d,30-59,NE,IVR,Consolidation,T2
WHWPNM7,50,84955,9321,581,314,104.1,Never,60-89,S,IVR,Consolidation,T4
C1PGCBM,40,79592,0,689,237,105.9,>1yr,60-89,NE,Agent,Federal,T6
KBVU8JN,47,42500,87158,711,411,95.7,Never,60-89,NE,Mobile,Consolidation,T4
PY1HNJ8,25,15000,58924,771,76,114.9,<30d,30-59,S,Mobile,Consolidation,T3
4V00OTK,47,19157,81433,621,283,96.7,Never,Current,S,Mobile,Consolidation,T4
GA4GQMW,40,32259,736,624,17,112.1,>1yr,30-59,S,Web,Consolidation,T3
B187QWI,46,79265,78449,667,298,103.0,<30d,Current,NE,Agent,Consolidation,T4
8I5Q6F4,23,15000,85204,687,93,95.1,<30d,Current,MW,Agent,Federal,T8
DP1BOPX,40,72184,62128,737,127,110.5,1-12mo,60-89,NE,Agent,Federal,T3
HBTVXZB,47,27190,62275,658,180,104.6,>1yr,Current,MW,IVR,Consolidation,T6
12W6RF9,50,47357,68697,706,352,99.0,1-12mo,30-59,S,IVR,Consolidation,T4
U29XI96,27,79148,80262,657,174,99.2,1-12mo,Current,NE,Mobile,Federal,T7
O24OIIT,46,56385,34385,670,0,101.8,1-12mo,Current,W,Web,Consolidation,T7
D7I5JDU,66,56889,105082,613,222,109.7,<30d,60-89,MW,Web,Federal,T3
IJHLHSC,42,61448,20888,673,141,114.5,1-12mo,60-89,MW,IVR,Federal,T3
NONY7BW,32,90685,65591,590,70,104.7,>1yr,Current,NE,Mobile,Federal,T6
POIULKV,54,36890,58316,645,20,114.0,1-12mo,30-59,W,Web,Federal,T3
AQQ3I8O,27,40579,0,670,441,108.2,Never,60-89,MW,IVR,Federal,T1
BXYDT38,40,77577,105485,599,428,102.1,1-12mo,90+,MW,Web,Consolidation,T4
RG07W83,24,87656,25118,759,470,113.8,<30d,30-59,NE,Agent,Consolidation,T2
GSI8OXO,44,20528,42737,604,73,96.5,Never,Current,NE,Agent,Federal,T5
YUKVY38,23,33156,3476,729,305,100.5,Never,90+,W,Web,Consolidation,T4
DG3ZTTG,56,78365,0,647,160,105.2,<30d,30-59,S,Agent,Federal,T8
YEPBCH4,34,74809,97026,680,391,101.5,1-12mo,60-89,S,Web,Federal,T4
MRMX13W,42,66606,10354,680,290,111.7,>1yr,30-59,MW,Agent,Consolidation,T2
NQR75QB,51,39363,26841,630,182,106.0,<30d,60-89,NE,IVR,Consolidation,T8
2DTBHGO,63,55958,77667,736,25,106.6,<30d,30-59,S,Agent,Consolidation,T8
HPK1IJO,27,59041,50058,746,276,107.1,1-12mo,30-59,MW,Agent,Federal,T2
QB8FQRK,56,61903,65259,606,85,99.8,>1yr,Current,W,IVR,Consolidation,T6
LR97MM9,68,55831,54918,654,356,97.1,<30d,30-59,NE,Web,Consolidation,T4
K7U1XTW,59,37775,11182,739,403,107.8,1-12mo,90+,NE,IVR,Federal,T2
EYZ9J1M,65,15000,38510,678,345,103.2,1-12mo,90+,W,Web,Consolidation,T4
DPZ7KO8,64,34927,63551,629,276,113.2,Never,30-59,MW,Agent,Consolidation,T2
GRGJFHD,56,16680,0,618,288,104.1,>1yr,Current,W,Agent,Consolidation,T4
A9N0007,66,46369,48284,634,0,101.4,1-12mo,Current,W,IVR,Consolidation,T7
4DEJTVE,31,24380,47252,772,48,110.5,Never,30-59,NE,IVR,Federal,T3
ULNYDHZ,64,58641,55601,687,269,99.4,<30d,Current,W,IVR,Federal,T4
IKZ5LLQ,53,37096,20566,581,169,97.4,<30d,Current,NE,Agent,Federal,T8
ALLXCFZ,22,40177,83848,603,152,103.7,Never,1-29,S,IVR,Federal,T5
HEX6B5T,39,22957,22937,649,150,97.7,1-12mo,Current,NE,Mobile,Consolidation,T7
MFCXAR2,57,61155,42433,779,377,96.6,1-12mo,30-59,MW,IVR,Federal,T4
IUT2L6W,34,36391,2775,709,401,114.3,Never,60-89,MW,Web,Consolidation,T1
CY9VSM3,63,62755,35268,747,128,96.5,Never,Current,NE,Web,Federal,T5
C7OFC2P,43,47359,0,663,472,114.1,<30d,60-89,NE,Agent,Consolidation,T2
YY3NJMT,23,42173,66821,637,277,96.1,>1yr,Current,MW,Agent,Consolidation,T4
6N63A7P,50,96310,23514,590,0,111.1,>1yr,90+,NE,IVR,Federal,T3
Y4EFCK5,36,32867,80208,704,328,98.7,>1yr,60-89,S,Agent,Federal,T4
P6Y2O24,39,35592,23341,703,343,111.9,Never,30-59,S,Mobile,Consolidation,T2
VHMKWOC,63,82308,91513,662,480,113.0,1-12mo,60-89,W,Web,Consolidation,T2
E3VDFCL,56,78186,26035,582,77,105.8,>1yr,30-59,W,Web,Federal,T6
4A5MNZU,41,33886,35251,542,333,112.6,Never,30-59,MW,Mobile,Consolidation,T2
DDXVDLX,36,56926,22389,590,82,98.7,<30d,1-29,MW,Agent,Consolidation,T8
6FXCOXL,55,62012,3075,695,0,111.8,<30d,60-89,W,Agent,Federal,T3
U8IE9JD,40,28808,84943,672,182,110.2,<30d,60-89,NE,Web,Federal,T3
23XX6Z8,52,50132,36800,671,152,102.6,<30d,1-29,MW,Agent,Federal,T8
XWJ3ZE4,33,52729,24779,693,65,99.3,Never,Current,NE,Agent,Federal,T5
UPP5Z95,68,51121,78399,762,187,100.2,>1yr,Current,MW,Agent,Consolidation,T6
ZO6NEL5,26,39600,67410,592,572,104.0,>1yr,60-89,S,IVR,Consolidation,T4
R3LO9XG,59,42092,39011,701,54,104.8,Never,Current,W,Web,Federal,T5
N329ST2,64,35108,72710,667,131,100.5,<30d,Current,NE,Web,Consolidation,T8
B9879FZ,50,19000,42470,710,459,99.2,<30d,30-59,NE,Mobile,Consolidation,T4
0Q6BY2R,31,60620,95173,732,41,105.6,>1yr,60-89,NE,Mobile,Consolidation,T6
BI2LLPK,47,91282,35453,735,0,106.9,>1yr,30-59,MW,IVR,Consolidation,T6
O4M3RQU,41,38878,31877,663,7,100.0,>1yr,Current,MW,Mobile,Federal,T6
JT9SG1C,53,37554,52795,642,70,105.4,<30d,30-59,W,Agent,Consolidation,T8
XV4EJGF,47,66445,43049,693,38,113.9,<30d,30-59,W,Web,Federal,T3
G30LSBX,44,52068,33131,623,142,108.4,1-12mo,90+,S,Mobile,Consolidation,T3
SSADKLC,25,48875,33851,685,164,96.7,<30d,Current,S,Mobile,Consolidation,T8
KNB9DAE,68,59310,57485,662,539,107.3,Never,60-89,W,IVR,Federal,T2
6YOI8CP,23,74321,45595,649,76,106.7,Never,30-59,MW,Web,Consolidation,T5
NZRCRNT,61,82644,58036,695,192,95.0,<30d,Current,MW,Mobile,Consolidation,T8
O1SUUDI,67,32680,35907,702,227,99.5,1-12mo,Current,MW,Agent,Consolidation,T7
F2XEEMN,28,46961,30390,731,224,114.2,<30d,60-89,S,IVR,Consolidation,T3
GQIF0KR,70,50204,53516,741,0,100.9,1-12mo,Current,NE,Agent,Federal,T7
7UH8ITH,24,43296,25055,620,183,97.7,1-12mo,1-29,MW,Web,Consolidation,T7
SFPV34B,28,43222,18939,698,262,101.0,Never,Current,NE,Agent,Federal,T4
85FBSBJ,23,92130,37495,699,127,96.1,<30d,Current,NE,Agent,Federal,T8
KNYWNGM,70,51865,34713,698,171,99.1,1-12mo,1-29,S,Web,Consolidation,T7
T6X1BM8,42,51464,39410,748,365,100.8,<30d,30-59,S,Agent,Consolidation,T4
ELF12B6,52,49059,48403,657,12,105.0,>1yr,Current,W,Web,Consolidation,T6
YWGCQQV,48,92621,43183,662,171,111.3,1-12mo,60-89,S,IVR,Federal,T3
UPZW32E,26,68395,28259,616,120,97.1,>1yr,Current,NE,Web,Consolidation,T6
9YIHGMC,46,85160,47116,544,228,106.0,Never,30-59,NE,Mobile,Consolidation,T5
ZXBV4W5,25,56094,39026,745,237,98.3,Never,Current,MW,IVR,Consolidation,T5
A4Z9JY6,58,58395,0,654,539,105.7,Never,30-59,MW,IVR,Federal,T2
2X6EKO2,37,92586,58579,718,126,97.3,1-12mo,Current,MW,Web,Federal,T7
0Q94NC2,57,58760,59552,658,258,109.6,<30d,30-59,MW,IVR,Federal,T2
I8GCUOV,23,98798,37224,589,0,114.4,<30d,60-89,NE,Mobile,Federal,T3
RACSNKC,46,43690,104565,627,212,97.5,<30d,Current,MW,Web,Consolidation,T8
3C4K91F,22,58651,49795,655,82,105.5,Never,60-89,S,Web,Federal,T5
TB2L4G5,26,56546,45946,673,93,98.5,>1yr,Current,NE,Web,Consolidation,T6
852LWKW,65,47106,43414,711,40,97.3,<30d,Current,S,Agent,Federal,T8
LT1942V,63,44185,42907,687,128,107.0,>1yr,60-89,NE,Web,Consolidation,T6
YQF64LU,54,59537,29867,635,0,103.4,<30d,Current,W,Mobile,Federal,T8
1N3ERNO,32,80936,47584,642,59,109.8,<30d,30-59,MW,IVR,Consolidation,T3
773KMHO,29,65282,33854,561,233,104.4,>1yr,Current,NE,IVR,Consolidation,T6
I3815G0,53,48485,60140,567,0,108.6,Never,90+,S,Mobile,Federal,T3
DZYP62F,61,57957,11398,734,0,113.0,<30d,60-89,W,IVR,Federal,T3
VNPCWJM,32,55010,41587,670,216,98.2,Never,Current,W,Mobile,Consolidation,T5
U1E8BW1,57,28220,45472,587,90,113.9,1-12mo,60-89,NE,Agent,Federal,T3
7ZHFKCV,51,76724,59265,687,18,105.9,<30d,30-59,NE,IVR,Federal,T8
3OU3V9W,62,15038,19412,644,218,99.1,1-12mo,1-29,S,Agent,Consolidation,T7
FFS04Y8,33,70121,8827,637,0,103.3,<30d,Current,NE,Mobile,Consolidation,T8
GXYW13H,53,84439,56651,774,157,109.1,<30d,90+,MW,IVR,Consolidation,T3
WAE82H1,23,48887,24235,762,279,104.8,>1yr,1-29,W,Mobile,Consolidation,T4
B5ZEBHG,40,53883,93663,770,0,106.9,1-12mo,30-59,NE,Web,Consolidation,T7
U7I03HZ,36,65299,8584,643,170,99.3,>1yr,1-29,S,Mobile,Consolidation,T6
F2XJWY8,37,61287,92267,656,178,100.4,Never,Current,MW,IVR,Federal,T5
6AW85O3,54,66670,45530,695,206,112.7,Never,30-59,NE,Mobile,Federal,T3
EP2X1TR,24,63851,9590,676,260,104.7,<30d,Current,NE,Web,Consolidation,T4
T1KNXCK,27,98734,50721,706,319,96.3,>1yr,30-59,W,IVR,Consolidation,T4
Y6HZXPK,70,71367,84369,701,119,105.6,1-12mo,30-59,W,IVR,Consolidation,T7
0MZKP3D,34,41888,44247,745,3,96.3,>1yr,Current,W,Agent,Federal,T6
WF6HCKV,44,42297,34710,645,369,105.6,1-12mo,60-89,S,Agent,Consolidation,T2
2QVTY16,57,49339,50047,792,95,100.5,<30d,Current,MW,Mobile,Consolidation,T8
UP2T980,62,71351,14502,685,262,114.5,Never,60-89,W,Web,Consolidation,T2
XLDPHJB,30,74065,94101,635,327,114.3,Never,30-59,MW,Mobile,Federal,T2
QVVBRA0,28,31725,48157,707,483,96.9,>1yr,60-89,S,Web,Consolidation,T4
GBIEJSB,64,52843,34594,699,86,100.9,<30d,Current,MW,Web,Federal,T8
DIKM8RY,58,83637,31566,749,0,113.7,>1yr,60-89,S,Mobile,Consolidation,T3
Z9PS18D,46,46012,40639,656,118,98.9,Never,Current,MW,Web,Consolidation,T5
MQKIOZU,24,38363,29756,742,149,103.5,>1yr,Current,S,Mobile,Federal,T6
T0SO8BW,55,56671,69384,652,196,97.3,>1yr,1-29,NE,Mobile,Consolidation,T6
JXKNE4U,24,70711,34264,685,271,98.8,1-12mo,Current,S,Agent,Federal,T4
Q2SPEWV,68,79258,92010,634,0,106.1,1-12mo,30-59,NE,Web,Consolidation,T7
DBRFBBH,64,44811,44220,760,133,109.7,>1yr,90+,S,Agent,Federal,T3
Y2FRUOP,55,42548,64826,679,293,97.1,>1yr,Current,MW,Mobile,Federal,T4
JF6PIWX,45,56763,52844,729,160,107.1,1-12mo,30-59,S,Mobile,Consolidation,T7
R275LYY,57,48318,58894,726,102,97.3,<30d,Current,W,IVR,Consolidation,T8
EQCSVTA,52,85740,8850,724,79,99.7,Never,Current,NE,Mobile,Consolidation,T5
GRMOQLO,48,37190,5405,770,0,96.7,>1yr,Current,NE,Web,Consolidation,T6
2L42ATD,48,49245,52506,681,230,112.3,<30d,30-59,NE,IVR,Consolidation,T3
4LEEBYA,28,45136,17550,732,102,112.1,>1yr,30-59,W,Agent,Federal,T3
J7CG06Q,24,53848,46329,643,158,105.0,<30d,Current,S,Web,Consolidation,T8
S8O1LP2,35,41547,82538,706,399,98.4,1-12mo,60-89,NE,Web,Consolidation,T4
WKD5DUB,41,56175,30833,687,0,106.6,1-12mo,60-89,W,Agent,Consolidation,T7
CFXUWH2,23,74784,15714,609,130,99.6,>1yr,Current,S,Mobile,Federal,T6
2GRBK50,61,66776,51133,710,137,110.5,>1yr,30-59,MW,Web,Consolidation,T3
UY5MR1D,25,45214,26878,587,54,100.6,Never,Current,NE,Mobile,Consolidation,T5
GVHICII,60,30005,67466,622,378,111.5,Never,60-89,MW,Web,Federal,T1
T4P38VS,34,66145,823,720,168,112.7,>1yr,90+,W,IVR,Consolidation,T3
AWOSF2I,61,24160,58912,747,0,106.3,Never,30-59,S,IVR,Consolidation,T5
NA45VGG,57,53581,48733,552,272,106.3,Never,30-59,MW,IVR,Consolidation,T2
1XVGFQY,26,42343,46990,574,79,103.7,1-12mo,Current,MW,Mobile,Federal,T7
HVGUUWX,27,59735,0,678,240,108.3,<30d,30-59,NE,Agent,Federal,T3
S2UUB14,31,45991,18829,571,138,111.7,1-12mo,30-59,MW,Mobile,Federal,T3
4YDGUYN,30,30589,51637,735,138,106.9,>1yr,60-89,MW,Agent,Consolidation,T6
4F13NCI,53,84327,0,597,416,98.1,1-12mo,30-59,S,Agent,Consolidation,T4
2AS81A3,46,24850,33137,689,298,99.5,Never,Current,W,IVR,Federal,T4
2ZHLHYQ,33,25354,68004,810,249,112.6,<30d,30-59,NE,Agent,Federal,T3
3FLN4JL,40,67540,55719,741,229,110.5,Never,30-59,MW,Web,Consolidation,T3
IRW44FU,67,71248,66237,624,382,102.5,1-12mo,60-89,W,Agent,Consolidation,T4
TZZKP9N,44,83191,35491,720,155,97.7,1-12mo,1-29,S,IVR,Consolidation,T7
3FHL8HW,32,15000,27154,743,220,108.4,>1yr,90+,S,Agent,Federal,T3
CEV9B0Z,69,46961,62553,647,0,112.9,<30d,90+,W,Mobile,Consolidation,T3
TLGSAUV,36,51042,61263,645,83,104.7,1-12mo,1-29,NE,Agent,Federal,T7
POJBVIQ,49,75424,39475,788,248,114.5,<30d,60-89,MW,IVR,Consolidation,T3
IJ0UJC3,59,33766,52753,654,222,112.7,1-12mo,90+,MW,Web,Federal,T3
LBZ01E5,33,49275,79808,633,210,102.8,1-12mo,Current,NE,IVR,Consolidation,T7
6CV29Z9,34,47915,58096,647,47,100.1,<30d,Current,W,Mobile,Federal,T8
OYD05V2,22,36788,40591,590,298,114.0,>1yr,60-89,NE,Agent,Federal,T2
U3WB802,28,63137,69023,701,114,112.7,>1yr,30-59,MW,Mobile,Federal,T3
MB2ZDQC,40,59505,10773,785,65,96.3,Never,Current,MW,Web,Consolidation,T5
VAQVLBP,42,81114,22791,692,270,110.8,<30d,30-59,W,Web,Consolidation,T2
0WTI03Y,67,57496,63460,661,197,99.4,<30d,Current,MW,Mobile,Consolidation,T8
AVOZXLP,53,57822,60755,694,0,99.0,Never,Current,S,IVR,Federal,T5
2VQRMX9,40,79348,46064,736,475,100.3,>1yr,60-89,W,IVR,Consolidation,T4
3JNH6O5,58,109986,62138,741,327,96.7,<30d,30-59,MW,Agent,Consolidation,T4
DOQV4J3,30,63486,41852,654,0,100.7,<30d,Current,S,IVR,Federal,T8
2460YQT,43,49581,56346,551,469,112.4,>1yr,30-59,MW,IVR,Federal,T1
IAS9DHE,36,64440,22372,505,0,113.3,Never,30-59,S,Web,Consolidation,T3
XCBMQST,60,38220,15248,666,334,107.3,>1yr,30-59,W,Mobile,Federal,T2
X8EKK2G,48,41107,51026,578,252,96.8,1-12mo,Current,NE,Mobile,Consolidation,T4
HXT2VNN,41,69383,45024,642,254,111.6,>1yr,90+,MW,IVR,Federal,T2
SNU2336,62,80114,82619,764,13,99.5,>1yr,Current,W,Web,Federal,T6
M7R06N0,68,53097,42583,705,164,102.9,<30d,1-29,S,Agent,Federal,T8
TQYR77P,45,98721,65305,639,246,105.9,1-12mo,30-59,W,Web,Consolidation,T7
Y05E9P5,22,73076,14690,544,467,109.3,Never,30-59,NE,Web,Consolidation,T1
MFUI8G0,60,68214,58560,659,184,101.8,Never,Current,NE,Mobile,Consolidation,T5
HPXUP5N,47,33398,40859,641,214,101.3,1-12mo,1-29,W,Mobile,Consolidation,T7
WBCE3H7,70,56952,41137,717,120,98.4,>1yr,Current,S,Mobile,Federal,T6
A0K6EST,27,15000,22850,756,0,112.9,>1yr,30-59,NE,Mobile,Consolidation,T3
MVDO3FC,59,73501,58790,593,92,104.6,<30d,1-29,S,Mobile,Federal,T8
C74H63T,48,25484,59607,625,87,103.3,<30d,Current,NE,Mobile,Consolidation,T8
S4QGPFK,65,28392,82274,699,372,113.5,<30d,90+,S,IVR,Federal,T2
HBR527E,61,38898,19874,782,377,107.5,<30d,60-89,MW,Agent,Federal,T2
JWHO9H6,49,62221,21556,657,214,105.3,1-12mo,60-89,NE,Web,Federal,T7
4QPJHK4,66,23781,42358,688,41,105.3,>1yr,30-59,NE,Web,Consolidation,T6
BHZFKFQ,51,32231,14175,658,255,103.5,1-12mo,Current,S,Web,Federal,T4
S49BRX6,26,62923,19647,814,67,101.3,Never,Current,W,Agent,Federal,T5
DK6APNK,26,71655,90506,641,383,113.0,1-12mo,30-59,NE,Web,Federal,T2
IMKIHVM,28,61773,104561,699,305,105.5,1-12mo,30-59,S,Mobile,Consolidation,T2
O41UPIE,32,40544,39117,697,8,114.9,>1yr,30-59,MW,Web,Federal,T3
D7CXPDW,61,46932,20941,650,232,95.5,Never,Current,NE,Agent,Consolidation,T5
87TWX1N,69,34165,54690,645,11,97.5,>1yr,Current,MW,Mobile,Consolidation,T6
C47CK81,42,60459,25191,717,88,100.1,<30d,Current,W,Web,Federal,T8
5S20O16,44,38731,20798,743,75,105.0,>1yr,Current,W,Agent,Federal,T6
WVDMX7H,66,76519,71473,630,191,113.7,1-12mo,30-59,W,Agent,Federal,T3
2832DQV,55,42242,5182,744,194,107.4,<30d,30-59,MW,Mobile,Federal,T8
MCMHPWX,59,76522,41321,680,126,106.1,1-12mo,30-59,MW,Web,Consolidation,T7
PS9NSO4,37,71477,43421,693,189,100.4,Never,Current,MW,IVR,Federal,T5
OJ8MBDT,60,60464,77612,656,247,96.7,<30d,Current,W,Agent,Consolidation,T8
MDW50SR,61,51795,0,716,241,97.2,>1yr,Current,MW,Agent,Consolidation,T6
J4DXX05,42,79136,17792,649,155,111.6,1-12mo,30-59,MW,Agent,Consolidation,T3
